field_1,osmid,color,y,x,street_cou,lon,lat,highway,ref,geometry
"3356","436851643",#0d0887,"3968998.75686306","464858.23736635066","3","128.6107542","35.8645823",,,POINT (464858.23736635066 3968998.75686306)
"3357","3114914356",#0d0887,"3969010.31323264","464816.69881605287","4","128.6102936","35.864685",,,POINT (464816.69881605287 3969010.31323264)
"3358","3874205685",#0d0887,"3969038.3462649216","464904.64699323295","3","128.6112665","35.8649409",,,POINT (464904.64699323295 3969038.3462649216)
"3359","3114914353",#0d0887,"3968929.848442224","464782.3590605187","3","128.6099168","35.8639583",,,POINT (464782.3590605187 3968929.8484422243)
"3360","436851645",#0d0887,"3969118.457062441","464986.3820240743","3","128.6121683","35.8656661",,,POINT (464986.38202407426 3969118.457062441)
"3361","3874205671",#0d0887,"3969122.5694892975","464970.23780913936","3","128.6119893","35.8657026",,,POINT (464970.23780913936 3969122.5694892984)
"3362","3874205662",#0d0887,"3969198.303086552","465028.7247166845","3","128.6126338","35.8663875",,,POINT (465028.7247166845 3969198.3030865514)
"3365","3874205673",#0d0887,"3969181.341294004","464739.4582438015","4","128.6094305","35.8662242",,,POINT (464739.4582438015 3969181.341294004)
"3485","436855601",#0d0887,"3972187.592205403","463349.11192759743","5","128.5938921","35.8932772",,,POINT (463349.11192759743 3972187.592205403)
"3486","5538022576",#0d0887,"3972140.07739705","463383.4989130764","3","128.5942753","35.8928501",,,POINT (463383.4989130764 3972140.07739705)
"3487","696387476",#0d0887,"3972236.639505133","463322.31274586334","3","128.5935929","35.8937184",,,POINT (463322.31274586334 3972236.639505133)
"3488","5538022585",#0d0887,"3972245.91194038","463375.71647296776","3","128.5941842","35.893804",,,POINT (463375.71647296776 3972245.9119403795)
"3489","5170779103",#0d0887,"3972110.22203497","463182.93435203895","3","128.5920544","35.8925734",,,POINT (463182.93435203895 3972110.2220349703)
"3490","5103640820",#0d0887,"3972421.919565816","463270.0260181455","3","128.593005","35.8953869",,,POINT (463270.0260181455 3972421.919565816)
"3492","436855607",#0d0887,"3973119.785651967","463570.278889703","4","128.5963","35.90169",,,POINT (463570.278889703 3973119.785651967)
"3494","7877562379",#0d0887,"3973137.277746476","463650.729188636","3","128.5971907","35.9018507",,,POINT (463650.729188636 3973137.277746476)
"3495","4050993707",#0d0887,"3973060.646876615","463334.46624651697","4","128.5936896","35.901148",,,POINT (463334.46624651697 3973060.6468766145)
"3527","436859316",#0d0887,"3962384.764019413","465888.6587105832","3","128.62245","35.804987",,,POINT (465888.6587105832 3962384.7640194125)
"3528","2908429473",#0d0887,"3962348.331361773","465965.8047852103","4","128.6233054","35.8046612",,,POINT (465965.8047852103 3962348.3313617734)
"3529","8247939740",#0d0887,"3962379.003747647","465886.7843082923","3","128.6224295","35.804935",,,POINT (465886.7843082923 3962379.0037476467)
"3530","436859317",#0d0887,"3962503.173652461","465708.2891746479","3","128.6204486","35.8060483",,,POINT (465708.2891746479 3962503.173652461)
"3531","8247939732",#0d0887,"3962580.7391760186","465633.0038240148","3","128.619612","35.806745",,,POINT (465633.0038240148 3962580.7391760186)
"3532","5303765913",#0d0887,"3962353.572101881","465967.2253874881","4","128.6233209","35.8047085",,,POINT (465967.2253874881 3962353.5721018813)
"3533","1344441644",#0d0887,"3966732.063179655","464588.980657448","3","128.6078725","35.8441362",,,POINT (464588.980657448 3966732.0631796545)
"3534","4629883784",#0d0887,"3966045.3244976266","464534.1175422825","3","128.6072955","35.8379426",,,POINT (464534.1175422825 3966045.3244976266)
"3535","436859362",#0d0887,"3966168.985371029","464561.1205288969","3","128.607589","35.8390585",,,POINT (464561.1205288969 3966168.985371029)
"3536","8155298667",#0d0887,"3966176.8305131295","464563.0124252761","3","128.6076096","35.8391293",,,POINT (464563.0124252761 3966176.8305131304)
"3537","1344441650",#0d0887,"3966308.818853044","464571.2181407499","3","128.6076946","35.8403196",,,POINT (464571.2181407499 3966308.818853044)
"3538","436859380",#0d0887,"3972091.754406007","463377.4680079211","3","128.5942107","35.8924142",,,POINT (463377.4680079211 3972091.754406007)
"3539","4715705300",#0d0887,"3972279.595462225","463277.384315859","3","128.5930931","35.894104",,,POINT (463277.384315859 3972279.595462225)
"3540","5537488344",#0d0887,"3971568.44669912","464045.6373177889","3","128.6016377","35.8877209",,,POINT (464045.63731778885 3971568.4466991196)
"3541","436859402",#0d0887,"3971456.003264893","464107.6920959571","3","128.6023303","35.8867094",,,POINT (464107.6920959571 3971456.0032648924)
"3542","5537882677",#0d0887,"3971459.9516879697","464121.36427022907","4","128.6024816","35.8867455",,,POINT (464121.36427022907 3971459.9516879697)
"3543","9221188575",#0d0887,"3971555.700744154","464084.1975358552","3","128.6020655","35.8876074",,,POINT (464084.19753585523 3971555.700744154)
"3544","436859403",#0d0887,"3971680.1134436578","464054.4682290683","3","128.6017305","35.888728",,,POINT (464054.4682290683 3971680.1134436578)
"3545","5540029768",#0d0887,"3971683.116089632","464066.1325422756","4","128.6018596","35.8887555",,,POINT (464066.1325422756 3971683.116089632)
"3546","436859404",#0d0887,"3971722.4763711393","464034.34232113336","3","128.6015056","35.8891092",,,POINT (464034.34232113336 3971722.4763711393)
"3547","5537552020",#0d0887,"3971645.4080098514","464062.6484673261","3","128.6018227","35.8884154",,,POINT (464062.64846732613 3971645.4080098514)
"3548","5540029769",#0d0887,"3971730.477193836","464044.2850223091","4","128.6016154","35.8891817",,,POINT (464044.2850223091 3971730.477193836)
"3549","5537488341",#0d0887,"3971768.856219853","463997.4816034828","3","128.6010951","35.889526",,,POINT (463997.4816034828 3971768.856219853)
"3550","436859418",#0d0887,"3972438.8637303296","463257.6061795541","3","128.5928666","35.8955392",,,POINT (463257.6061795541 3972438.8637303296)
"3551","436859429",#0d0887,"3972757.806950509","463293.53509933583","3","128.59325","35.8984161",,,POINT (463293.53509933583 3972757.806950509)
"3552","436859438",#0d0887,"3973265.062415497","463366.94548234966","3","128.5940401","35.9029922",,,POINT (463366.94548234966 3973265.062415497)
"3553","436859493",#0d0887,"3967687.2980702114","464695.3777345475","3","128.6090084","35.8527524",,,POINT (464695.3777345475 3967687.2980702114)
"3554","436859494",#0d0887,"3967728.830417974","464699.43551991216","3","128.6090515","35.853127",,,POINT (464699.43551991216 3967728.830417974)
"3555","2893374413",#0d0887,"3967669.194821182","464690.3300030018","3","128.6089533","35.852589",,,POINT (464690.3300030018 3967669.194821182)
"3556","2569235288",#0d0887,"3967549.771026277","464746.4155168778","4","128.6095797","35.8515143",,,POINT (464746.4155168778 3967549.7710262774)
"3557","5971220845",#0d0887,"3967786.7013432425","464697.7254426291","3","128.60903","35.8536487",,,POINT (464697.7254426291 3967786.7013432425)
"3558","5971220868",#0d0887,"3967718.736786653","464807.9407798895","3","128.6102536","35.8530399",,,POINT (464807.94077988947 3967718.7367866524)
"3559","7105462573",#0d0887,"3967926.841560537","464683.919707623","4","128.6088709","35.8549117",,,POINT (464683.919707623 3967926.841560537)
"3560","2893374406",#0d0887,"3967837.200106385","464681.2316504711","3","128.6088451","35.8541034",,,POINT (464681.2316504711 3967837.200106385)
"3561","436859537",#0d0887,"3970035.6261073463","465010.5839532347","3","128.6123961","35.8739361",,,POINT (465010.5839532347 3970035.6261073467)
"3562","5001240390",#0d0887,"3970070.3673390914","465015.49709884624","4","128.612449","35.8742495",,,POINT (465015.49709884624 3970070.3673390914)
"3563","5001240395",#0d0887,"3970105.405917156","464923.13405345153","3","128.6114243","35.8745621",,,POINT (464923.13405345153 3970105.405917156)
"3564","700961043",#0d0887,"3969736.416669796","465135.3508484785","3","128.6137913","35.8712429",,,POINT (465135.3508484785 3969736.4166697958)
"3565","3110812541",#0d0887,"3968201.1117688543","464656.0147269189","4","128.6085497","35.8573835",,,POINT (464656.0147269189 3968201.1117688543)
"3566","2893374415",#0d0887,"3968007.2986204647","464664.59351270914","3","128.6086533","35.8556364",,,POINT (464664.59351270914 3968007.2986204647)
"3978","436876343",#0d0887,"3970250.419940121","464453.6704922112","5","128.6062173","35.8758526",,,POINT (464453.6704922112 3970250.4199401205)
"3979","8257688100",#0d0887,"3970246.035905664","464465.40609956376","4","128.6063475","35.8758135",,,POINT (464465.40609956376 3970246.0359056643)
"3980","4636791637",#0d0887,"3970287.651469974","464468.09220630926","3","128.6063754","35.8761888",,,POINT (464468.09220630926 3970287.651469974)
"3981","5303789638",#0d0887,"3970172.75162404","464576.4610396117","4","128.607581","35.8751568",,,POINT (464576.4610396117 3970172.7516240394)
"3982","436876344",#0d0887,"3970327.6242188616","464013.9420146589","4","128.6013426","35.8765326",,,POINT (464013.94201465894 3970327.6242188616)
"3983","8257688108",#0d0887,"3970311.961735506","464145.0588621242","4","128.6027958","35.8763962",,,POINT (464145.0588621242 3970311.961735506)
"3985","4655177273",#0d0887,"3970483.517397172","464016.1483779821","4","128.60136","35.8779382",,,POINT (464016.14837798214 3970483.5173971723)
"3988","436876360",#0d0887,"3970488.416454786","464175.0949581583","3","128.6031206","35.8779882",,,POINT (464175.09495815827 3970488.416454786)
"3989","4655177271",#0d0887,"3970433.9120361954","464194.4169253665","3","128.6033371","35.8774975",,,POINT (464194.4169253665 3970433.9120361954)
"3990","4655182138",#0d0887,"3970540.556729732","464158.9230075497","3","128.6029391","35.8784577",,,POINT (464158.9230075497 3970540.556729732)
"3991","8257688106",#0d0887,"3970518.372141213","464088.3786349981","3","128.6021586","35.8782551",,,POINT (464088.3786349981 3970518.372141213)
"3995","436876383",#0d0887,"3971418.427629949","463941.1829808409","3","128.6004872","35.8863645",,,POINT (463941.1829808409 3971418.427629949)
"3996","5303789677",#0d0887,"3971402.526202206","463932.11012660805","4","128.6003874","35.8862208",crossing,,POINT (463932.11012660805 3971402.526202206)
"3997","5624690076",#0d0887,"3971423.709936913","463913.38678072736","4","128.600179","35.8864111",crossing,,POINT (463913.38678072736 3971423.709936913)
"3998","5624690077",#0d0887,"3971408.787449096","464096.5967070373","4","128.6022095","35.8862833",crossing,,POINT (464096.5967070373 3971408.7874490954)
"4055","436877472",#0d0887,"3962444.309887781","465978.88624701486","3","128.6234461","35.805527",,,POINT (465978.88624701486 3962444.309887781)
"4056","6940484059",#0d0887,"3962548.127019693","465765.5370615811","3","128.6210803","35.8064556",,,POINT (465765.5370615811 3962548.127019693)
"4057","8247939648",#0d0887,"3962491.0879383055","465928.36176369386","3","128.6228849","35.805947",,,POINT (465928.36176369386 3962491.0879383055)
"4058","436877493",#0d0887,"3963588.54642758","465167.46449791663","3","128.6144154","35.815815",,,POINT (465167.46449791663 3963588.54642758)
"4059","8247898096",#0d0887,"3963719.6727989176","465104.5098125208","3","128.6137128","35.816995",,,POINT (465104.50981252076 3963719.6727989176)
"4060","8247939574",#0d0887,"3963540.317761343","465199.3179059611","3","128.6147701","35.8153813",,,POINT (465199.3179059611 3963540.317761343)
"4061","2261441721",#0d0887,"3963533.3644625936","465159.62254257454","3","128.614331","35.8153172",,,POINT (465159.62254257454 3963533.3644625936)
"4318","436916305",#0d0887,"3962173.345888211","465864.3518808181","3","128.62219","35.80308",,,POINT (465864.35188081814 3962173.345888211)
"4319","436916308",#0d0887,"3962224.361805292","465865.4522054839","3","128.6222","35.80354",,,POINT (465865.4522054839 3962224.361805292)
"4320","8247939701",#0d0887,"3962122.063290686","465872.0057875365","3","128.6222769","35.8026179",,,POINT (465872.00578753644 3962122.063290686)
"4321","8247939704",#0d0887,"3962226.916015743","465976.9390566793","3","128.6234338","35.8035669",,,POINT (465976.9390566793 3962226.916015743)
"4322","8247939706",#0d0887,"3962296.35945645","465922.02818540233","3","128.6228231","35.8041911",,,POINT (465922.02818540233 3962296.3594564507)
"4323","8247939720",#0d0887,"3962352.598228828","465877.38535959576","3","128.6223266","35.8046966",,,POINT (465877.38535959576 3962352.598228828)
"4346","439663615",#0d0887,"3969177.8837649073","465539.240704457","3","128.6182894","35.8662215",,,POINT (465539.24070445704 3969177.8837649073)
"4347","3793702406",#0d0887,"3969178.943502944","465520.6468322765","3","128.6180834","35.8662304",,,POINT (465520.6468322765 3969178.9435029435)
"4348","3793702416",#0d0887,"3969092.9816075126","465532.7971811009","3","128.6182217","35.8654558",,,POINT (465532.7971811009 3969092.9816075126)
"4351","443197706",#0d0887,"3967960.055651833","464510.7959956108","3","128.6069521","35.8552049",,,POINT (464510.79599561077 3967960.055651833)
"4352","7105462579",#0d0887,"3967942.609292452","464502.3917194454","3","128.6068598","35.8550473",,,POINT (464502.3917194454 3967942.609292452)
"4353","7105462578",#0d0887,"3967940.8593446296","464518.330679968","4","128.6070364","35.8550321",,,POINT (464518.330679968 3967940.8593446296)
"4368","6111852615",#0d0887,"3967277.186202776","464222.6101132872","3","128.6037911","35.8490377",,,POINT (464222.6101132872 3967277.186202776)
"4369","1361272865",#0d0887,"3967107.332140095","464351.47990209056","3","128.6052258","35.847511",,,POINT (464351.47990209056 3967107.3321400946)
"4418","675619293",#0d0887,"3970048.612406498","465179.3191349891","3","128.6142647","35.8740592",,,POINT (465179.3191349891 3970048.6124064983)
"4419","4636893542",#0d0887,"3970110.519863537","465211.57387168","3","128.6146193","35.8746185",,,POINT (465211.57387168 3970110.519863537)
"4420","4185233949",#0d0887,"3970052.54017089","465238.057030537","3","128.6149152","35.8740967",,,POINT (465238.057030537 3970052.5401708903)
"4421","4805964790",#0d0887,"3970020.878762122","465037.4810269967","4","128.6126947","35.8738041",,,POINT (465037.4810269967 3970020.8787621222)
"4453","696387457",#0d0887,"3970290.660376057","464668.9920227016","4","128.6086008","35.8762232",,,POINT (464668.99202270154 3970290.6603760566)
"4454","5001240372",#0d0887,"3970244.6220250535","464740.4917786237","3","128.6093949","35.8758107",,,POINT (464740.4917786237 3970244.6220250535)
"4455","5001240384",#0d0887,"3970297.521262568","464656.32748623256","3","128.6084602","35.8762846",,,POINT (464656.32748623256 3970297.5212625684)
"4456","4636993011",#0d0887,"3970348.398284124","464714.4483260818","3","128.6091018","35.8767454",,,POINT (464714.4483260818 3970348.398284124)
"4457","4636791638",#0d0887,"3970198.129382268","464601.2340516105","4","128.6078543","35.8753865",,,POINT (464601.2340516105 3970198.129382268)
"4458","696387468",#0d0887,"3971898.301053955","463765.60577023297","4","128.5985201","35.8906845",,,POINT (463765.60577023297 3971898.301053955)
"4459","5586151432",#0d0887,"3971888.319431605","463805.9444790505","4","128.5989675","35.890596",crossing,,POINT (463805.9444790505 3971888.3194316053)
"4460","5538022592",#0d0887,"3971926.272513017","463644.6452186324","3","128.5971786","35.8909322",,,POINT (463644.6452186324 3971926.272513017)
"4461","4538696397",#0d0887,"3972002.357158557","463785.6452079989","3","128.5987374","35.8916234",,,POINT (463785.6452079989 3972002.357158557)
"4527","697238371",#0d0887,"3970801.768156924","464012.90578974906","3","128.6013097","35.8808074",,,POINT (464012.90578974906 3970801.7681569243)
"4528","697238382",#0d0887,"3970883.769264895","463993.4903764716","3","128.6010909","35.881546",,,POINT (463993.4903764716 3970883.7692648945)
"4529","4655182130",#0d0887,"3970758.27502847","464005.5613115331","3","128.6012303","35.880415",,,POINT (464005.5613115331 3970758.27502847)
"4530","4655182139",#0d0887,"3970834.972922858","464019.1340942591","4","128.6013772","35.881107",,,POINT (464019.1340942591 3970834.972922858)
"4531","697238381",#0d0887,"3970935.222700845","463988.0769058394","3","128.6010286","35.8820097",,,POINT (463988.07690583944 3970935.2227008445)
"4532","8253678731",#0d0887,"3970945.457231529","463986.0787159648","3","128.601006","35.8821019",,,POINT (463986.0787159648 3970945.457231529)
"4533","4655182143",#0d0887,"3970892.2171611954","464005.3043437277","3","128.6012214","35.8816226",,,POINT (464005.30434372765 3970892.2171611954)
"4534","5537626651",#0d0887,"3971021.305257207","463841.308564864","4","128.5993987","35.8827804",,,POINT (463841.308564864 3971021.305257207)
"4535","697238390",#0d0887,"3971263.354633336","463947.2103752648","3","128.600561","35.8849666",,,POINT (463947.21037526475 3971263.3546333364)
"4536","5537626667",#0d0887,"3971131.263285997","463953.241657377","3","128.6006338","35.8837759",,,POINT (463953.241657377 3971131.2632859973)
"4537","697238394",#0d0887,"3971370.564152131","463936.6278145428","3","128.6004389","35.8859328",,,POINT (463936.6278145428 3971370.564152131)
"4538","5537626654",#0d0887,"3971263.064935162","463798.55909853394","3","128.5989141","35.8849585",,,POINT (463798.55909853394 3971263.0649351627)
"4539","7579760140",#0d0887,"3971396.4112597657","463932.9696662127","3","128.6003972","35.8861657",,,POINT (463932.9696662127 3971396.4112597657)
"4540","8253678730",#0d0887,"3970951.232461509","464016.828056967","3","128.6013464","35.8821551",,,POINT (464016.828056967 3970951.2324615084)
"4541","4864256196",#0d0887,"3971328.636478461","464116.57897806494","3","128.6024345","35.8855614",,,POINT (464116.57897806494 3971328.636478461)
"4611","700679770",#0d0887,"3970371.357333625","464501.5762073419","4","128.6067426","35.8769447",,,POINT (464501.5762073419 3970371.357333625)
"4612","4636808665",#0d0887,"3970325.132665612","464605.34523637366","3","128.6078942","35.8765317",,,POINT (464605.34523637366 3970325.1326656123)
"4613","5537592332",#0d0887,"3970534.185544839","464329.792396596","5","128.6048323","35.8784065",,,POINT (464329.792396596 3970534.185544839)
"4631","4636709564",#0d0887,"3969886.0169353513","465085.2436330074","3","128.6132297","35.8725899",,,POINT (465085.2436330074 3969886.0169353513)
"4632","4636709525",#0d0887,"3969712.060856364","465143.50589262927","4","128.6138827","35.8710236",,,POINT (465143.50589262927 3969712.060856364)
"4670","4676210912",#0d0887,"3965870.615238036","464285.52724001656","3","128.6045508","35.8363584",,,POINT (464285.52724001656 3965870.6152380356)
"4671","4676210914",#0d0887,"3965781.940780896","464224.8284481865","3","128.6038827","35.8355567",,,POINT (464224.8284481865 3965781.9407808958)
"4778","913326696",#0d0887,"3965059.4506382393","464837.3620119598","4","128.6106966","35.8290649",,,POINT (464837.3620119598 3965059.4506382393)
"4780","4636922471",#0d0887,"3970852.026710737","464527.1320458058","3","128.6070043","35.8812793",,,POINT (464527.1320458058 3970852.026710737)
"4794","913327300",#0d0887,"3965080.2782645617","464840.66037251055","4","128.6107322","35.8292528",crossing,,POINT (464840.66037251055 3965080.2782645617)
"4795","3975233255",#0d0887,"3965040.219697736","464628.4473498168","3","128.6083845","35.828884",,,POINT (464628.4473498168 3965040.2196977357)
"4796","4629883731",#0d0887,"3964984.345393264","464824.77011385903","3","128.6105605","35.8283873",,,POINT (464824.77011385903 3964984.3453932637)
"4827","6940484048",#0d0887,"3965193.986609013","464857.5783848231","3","128.6109145","35.8302786",,,POINT (464857.5783848231 3965193.986609013)
"4828","3738923084",#0d0887,"3965084.551673162","464909.63939631777","3","128.6114957","35.8292938",,,POINT (464909.63939631777 3965084.551673162)
"4829","3975233256",#0d0887,"3965066.8732990623","464622.6648823693","3","128.6083193","35.8291241",,,POINT (464622.6648823693 3965066.8732990623)
"5241","1344353757",#0d0887,"3966490.4442897257","464440.6186273238","1","128.6062404","35.8419524",,,POINT (464440.6186273238 3966490.4442897257)
"5242","1344375283",#0d0887,"3966446.151258786","464425.31350813806","3","128.6060729","35.8415525",,,POINT (464425.31350813806 3966446.1512587867)
"5243","1344375300",#0d0887,"3966379.270563533","464449.9608924808","1","128.6063488","35.8409504",,,POINT (464449.9608924808 3966379.270563533)
"5244","1344375248",#0d0887,"3966439.292181044","464404.415304519","3","128.6058418","35.8414899",,,POINT (464404.415304519 3966439.292181044)
"5245","1344375260",#0d0887,"3966386.914711199","464430.1324078327","1","128.6061289","35.8410186",,,POINT (464430.13240783266 3966386.914711199)
"5247","1344441638",#0d0887,"3966797.58714265","464606.64524530014","3","128.6080652","35.8447276",,,POINT (464606.64524530014 3966797.58714265)
"5248","3019481674",#0d0887,"3966880.805743823","464590.1457114873","3","128.6078788","35.8454773",,,POINT (464590.14571148733 3966880.805743823)
"5249","3019481672",#0d0887,"3966697.2209820794","464617.6670497683","3","128.6081917","35.8438231",,,POINT (464617.6670497683 3966697.2209820785)
"5250","4309979279",#0d0887,"3966791.673010024","464704.2876431911","4","128.6091467","35.8446778",,,POINT (464704.2876431911 3966791.6730100242)
"5251","1344441671",#0d0887,"3966805.733199111","464577.73480240855","3","128.6077447","35.8448",,,POINT (464577.73480240855 3966805.7331991107)
"5252","1344441688",#0d0887,"3966623.079961869","464616.3677411029","3","128.6081806","35.8431546",,,POINT (464616.36774110293 3966623.0799618694)
"5253","1344441664",#0d0887,"3966483.5367980967","464600.22156533407","3","128.608008","35.8418959",,,POINT (464600.22156533407 3966483.5367980967)
"5254","3019481636",#0d0887,"3966392.770382161","464651.4070197597","3","128.6085788","35.8410794",,,POINT (464651.40701975964 3966392.7703821613)
"5255","3019481637",#0d0887,"3966479.386196029","464620.2084556685","3","128.6082295","35.8418592",,,POINT (464620.2084556685 3966479.386196029)
"5256","1344441658",#0d0887,"3966927.167851276","464565.27195005066","3","128.6076013","35.8458944",,,POINT (464565.27195005066 3966927.1678512758)
"5257","2893374459",#0d0887,"3967170.3471423816","464581.9960083928","3","128.6077757","35.8480875",,,POINT (464581.9960083928 3967170.3471423816)
"5258","2893374450",#0d0887,"3967447.9624241074","464632.71051409264","3","128.608325","35.8505923",,,POINT (464632.71051409264 3967447.9624241074)
"5338","1354444693",#0d0887,"3967057.6588311368","464095.4587089332","3","128.6023929","35.8470538",,,POINT (464095.4587089332 3967057.6588311368)
"5395","1362695780",#0d0887,"3967404.766693818","464446.23083538486","3","128.6062618","35.8501961",,,POINT (464446.23083538486 3967404.766693818)
"5396","1362695782",#0d0887,"3967521.0533908014","464478.3305107305","3","128.6066121","35.8512457",,,POINT (464478.3305107305 3967521.0533908023)
"5397","2108384642",#0d0887,"3967406.045677279","464393.0493435574","3","128.6056728","35.8502057",,,POINT (464393.0493435574 3967406.0456772787)
"5398","1362695781",#0d0887,"3967415.204486678","464198.88746032777","3","128.6035222","35.8502812",,,POINT (464198.88746032777 3967415.204486678)
"5399","2097607416",#0d0887,"3967381.6572854826","464203.2665096822","3","128.6035722","35.8499789",,,POINT (464203.2665096822 3967381.6572854826)
"5401","6862210079",#0d0887,"3967530.585802397","464399.98061059846","3","128.605744","35.8513288",,,POINT (464399.98061059846 3967530.585802397)
"5402","1362695847",#0d0887,"3967930.530264049","464491.46268201247","3","128.6067393","35.854938",,,POINT (464491.46268201247 3967930.5302640493)
"5408","1362695794",#0d0887,"3967655.4336405504","464393.8649826018","3","128.6056707","35.8524542",,,POINT (464393.8649826018 3967655.4336405504)
"5409","2108384175",#0d0887,"3967707.955808834","464332.3588267737","3","128.6049872","35.8529255",,,POINT (464332.3588267737 3967707.955808834)
"5410","3884756962",#0d0887,"3967645.492476089","464394.66467560345","3","128.60568","35.8523646",,,POINT (464394.66467560345 3967645.4924760885)
"5411","1362695848",#0d0887,"3967938.473107427","464427.7286757985","4","128.6060331","35.8550073",,,POINT (464427.7286757985 3967938.473107427)
"5414","1362695804",#0d0887,"3967746.095387671","464314.1104244863","4","128.6047834","35.8532687",,,POINT (464314.1104244863 3967746.0953876707)
"5415","1362695846",#0d0887,"3967923.842921985","464309.6456632883","3","128.604726","35.8548711",,,POINT (464309.6456632883 3967923.8429219853)
"5417","2607661737",#0d0887,"3967943.65454118","464350.2769435252","3","128.6051751","35.8550512",,,POINT (464350.2769435252 3967943.65454118)
"5418","7105462571",#0d0887,"3967950.726531326","464428.3829997115","4","128.6060398","35.8551178",,,POINT (464428.3829997115 3967950.726531326)
"5462","2830653769",#0d0887,"3965587.6549668624","464300.9934248504","3","128.6047347","35.8338078",,,POINT (464300.99342485034 3965587.6549668624)
"5498","1430168543",#0d0887,"3963139.3043382666","465259.8512457912","3","128.6154576","35.8117679",,,POINT (465259.85124579124 3963139.3043382666)
"5619","1659342496",#0d0887,"3968402.26230873","464496.6819778544","1","128.6067761","35.8591913",,,POINT (464496.6819778544 3968402.2623087303)
"5620","2521966936",#0d0887,"3968358.0328390887","464435.2242279064","3","128.6060974","35.8587903",,,POINT (464435.22422790644 3968358.0328390887)
"5621","2607665818",#0d0887,"3968429.921588596","464456.0275059408","3","128.6063246","35.8594392",,,POINT (464456.0275059408 3968429.921588596)
"9344","3884756959",#0d0887,"3967629.153474031","464339.9958400858","3","128.6050753","35.8522153",,,POINT (464339.99584008584 3967629.1534740306)
"9345","3019481676",#0d0887,"3966943.896179694","464581.2597424433","3","128.6077776","35.8460458",,,POINT (464581.25974244333 3966943.896179694)
"9563","2261408804",#0d0887,"3962321.405765445","466045.5539561628","3","128.6241892","35.8044212",,,POINT (466045.55395616277 3962321.4057654454)
"9564","8247939718",#0d0887,"3962067.36559777","466116.0944866068","3","128.6249807","35.8021332",,,POINT (466116.0944866068 3962067.36559777)
"9566","8247939580",#0d0887,"3963293.877725728","465284.2272080322","3","128.6157207","35.8131624",,,POINT (465284.2272080322 3963293.877725728)
"9786","2490908003",#0d0887,"3968591.814658845","464233.0272660085","4","128.6038475","35.8608907",,,POINT (464233.0272660085 3968591.814658845)
"9787","2521966957",#0d0887,"3968562.7957672295","464244.87289832096","3","128.60398","35.8606295",,,POINT (464244.87289832096 3968562.7957672295)
"9788","2521966966",#0d0887,"3968615.458558424","464288.6047415677","4","128.604462","35.8611059",,,POINT (464288.6047415677 3968615.458558424)
"9798","2521966939",#0d0887,"3968374.826415522","464371.66450035473","4","128.6053927","35.8589394",,,POINT (464371.66450035473 3968374.826415522)
"9799","2607661753",#0d0887,"3968352.7633521566","464429.97520248767","3","128.6060395","35.8587426",,,POINT (464429.97520248767 3968352.7633521566)
"9800","2521966938",#0d0887,"3968369.198174744","464416.8861399272","3","128.6058938","35.8588903",,,POINT (464416.88613992714 3968369.198174744)
"9801","2521966942",#0d0887,"3968407.743907544","464374.9032718112","4","128.6054271","35.8592363",,,POINT (464374.9032718112 3968407.7439075434)
"9802","2521966943",#0d0887,"3968414.504000822","464304.90192874434","3","128.6046515","35.8592947",,,POINT (464304.90192874434 3968414.504000822)
"9803","2521966945",#0d0887,"3968439.952725439","464377.85023646767","4","128.6054583","35.8595268",,,POINT (464377.85023646767 3968439.952725439)
"9804","2521966946",#0d0887,"3968448.6747446414","464291.6952997742","3","128.6045037","35.8596023",,,POINT (464291.6952997742 3968448.6747446423)
"9805","2521966949",#0d0887,"3968473.270310066","464380.8919428132","4","128.6054905","35.8598273",,,POINT (464380.8919428132 3968473.2703100666)
"9806","4629745238",#0d0887,"3968473.384668999","464281.1862606741","3","128.6043862","35.8598247",,,POINT (464281.1862606741 3968473.384668999)
"9807","2607665821",#0d0887,"3968504.048866732","464383.7066946589","4","128.6055203","35.8601049",,,POINT (464383.7066946589 3968504.048866732)
"9808","2521966950",#0d0887,"3968485.0074106073","464275.9784601954","3","128.604328","35.8599293",,,POINT (464275.9784601954 3968485.0074106073)
"9809","2607665816",#0d0887,"3968462.302676738","464474.0531398997","3","128.6065228","35.8597318",,,POINT (464474.0531398997 3968462.302676738)
"9810","2554013971",#0d0887,"3968521.857159169","464261.3111914649","4","128.6041639","35.860261",,,POINT (464261.3111914649 3968521.8571591685)
"9811","2521966953",#0d0887,"3968536.889676577","464386.710322442","4","128.6055521","35.8604011",,,POINT (464386.710322442 3968536.889676577)
"9812","2521966960",#0d0887,"3968584.986711316","464391.11171452026","4","128.6055987","35.8608349",,,POINT (464391.11171452026 3968584.986711316)
"9813","2521966956",#0d0887,"3968553.185901626","464248.7615233385","3","128.6040235","35.860543",,,POINT (464248.7615233385 3968553.185901626)
"9814","2521966958",#0d0887,"3968564.4638237874","464455.3411352673","3","128.606311","35.8606522",,,POINT (464455.3411352673 3968564.4638237874)
"9815","2521966954",#0d0887,"3968543.0747722974","464517.1837576667","3","128.6069969","35.8604616",,,POINT (464517.1837576667 3968543.0747722974)
"9816","2521966955",#0d0887,"3968552.1195988655","464491.0365336435","3","128.6067069","35.8605422",,,POINT (464491.0365336435 3968552.1195988664)
