field_1,osmid,color,y,x,street_cou,lon,lat,highway,ref,geometry
"24135","5537488468",#0d0887,"3971448.58443032","464287.7278086562","4","128.6043253","35.8866491",,,POINT (464287.7278086562 3971448.5844303197)
"24136","5537488461",#0d0887,"3971489.820182129","464315.7574305589","3","128.604634","35.8870219",,,POINT (464315.7574305589 3971489.820182129)
"24137","5537488467",#0d0887,"3971471.2608977975","464269.9574791621","4","128.6041274","35.8868529",,,POINT (464269.95747916214 3971471.2608977975)
"24138","5537488466",#0d0887,"3971493.001085468","464253.3297256156","3","128.6039422","35.8870483",,,POINT (464253.3297256156 3971493.001085468)
"24139","5537488474",#0d0887,"3971392.310576414","464327.737535476","3","128.6047711","35.8861432",,,POINT (464327.73753547604 3971392.310576414)
"24148","5537551008",#0d0887,"3971877.934076136","463906.9956587025","3","128.6000876","35.8905061",,,POINT (463906.99565870245 3971877.9340761364)
"24149","5537551017",#0d0887,"3971920.9233556087","463915.4929679168","3","128.6001798","35.890894",,,POINT (463915.4929679168 3971920.9233556087)
"24150","5537551013",#0d0887,"3971961.881256618","463916.2561989761","1","128.6001864","35.8912633",,,POINT (463916.2561989761 3971961.881256618)
"24151","5537551014",#0d0887,"3971931.731655115","463900.6814256273","3","128.6000152","35.8909909",,,POINT (463900.6814256273 3971931.731655115)
"24152","5537551016",#0d0887,"3971964.391739825","463961.44730120647","1","128.600687","35.8912876",,,POINT (463961.44730120647 3971964.391739825)
"24153","5537551018",#0d0887,"3971950.485545022","463963.5294908752","1","128.6007107","35.8911623",,,POINT (463963.52949087514 3971950.485545022)
"24161","5537552006",#0d0887,"3971615.540862504","464056.6330150141","3","128.6017574","35.8881459",,,POINT (464056.6330150141 3971615.540862504)
"24162","5552097586",#0d0887,"3971617.597108363","464069.1871007176","4","128.6018964","35.8881649",crossing,,POINT (464069.18710071757 3971617.597108363)
"24163","5537882675",#0d0887,"3971437.813548232","464096.6967848792","3","128.6022093","35.886545",,,POINT (464096.69678487914 3971437.8135482324)
"24164","5624709476",#0d0887,"3971851.346132517","463847.7882001856","3","128.5994328","35.8902642",,,POINT (463847.7882001856 3971851.3461325173)
"24165","5624690078",#0d0887,"3971632.6878878847","464086.7042195242","3","128.6020898","35.8883016",,,POINT (464086.7042195242 3971632.6878878847)
"24166","5537552014",#0d0887,"3971826.71419963","463939.3409699772","3","128.6004483","35.8900455",,,POINT (463939.3409699772 3971826.71419963)
"24167","5537552015",#0d0887,"3971811.689775374","463970.7875404278","3","128.6007974","35.8899112",,,POINT (463970.7875404278 3971811.689775374)
"24168","5586151428",#0d0887,"3971814.441619712","463965.0766205292","4","128.600734","35.8899358",crossing,,POINT (463965.0766205292 3971814.441619712)
"24169","5537552016",#0d0887,"3971838.737673605","463936.5651533782","3","128.600417","35.8901538",,,POINT (463936.5651533782 3971838.737673605)
"24170","5540029795",#0d0887,"3971939.837749223","464045.0481672722","3","128.6016144","35.8910693",,,POINT (464045.0481672722 3971939.837749223)
"24171","5551863542",#0d0887,"3971896.815893292","463841.01597315056","3","128.5993557","35.8906739",,,POINT (463841.01597315056 3971896.8158932915)
"24172","5537552018",#0d0887,"3971626.568996148","464085.8128432189","4","128.6020802","35.8882464",crossing,,POINT (464085.8128432189 3971626.5689961477)
"24173","5540029763",#0d0887,"3971619.941850512","464084.4410350976","3","128.6020653","35.8881866",,,POINT (464084.4410350976 3971619.9418505114)
"24174","5537592346",#0d0887,"3970728.072647853","464199.1850117522","3","128.6033767","35.8801498",,,POINT (464199.18501175224 3970728.0726478533)
"24178","5537592374",#0d0887,"3971587.900346423","464212.2411046373","1","128.6034827","35.8879024",,,POINT (464212.2411046373 3971587.9003464226)
"24182","5537626650",#0d0887,"3970946.1439291257","463726.38356715534","3","128.5981289","35.8820985",,,POINT (463726.38356715534 3970946.1439291257)
"24183","5537626657",#0d0887,"3971238.05681666","463722.1590106513","3","128.5980688","35.8847302",,,POINT (463722.1590106513 3971238.0568166603)
"24184","5624690069",#0d0887,"3971427.097042528","464094.4869590926","3","128.6021853","35.8864483",,,POINT (464094.4869590926 3971427.0970425284)
"24185","9221188590",#0d0887,"3971595.659809049","464093.2776266331","3","128.6021643","35.887968",,,POINT (464093.2776266331 3971595.659809049)
"24200","5538022591",#0d0887,"3972249.328666057","463477.2264063387","4","128.5953088","35.8938386",,,POINT (463477.2264063387 3972249.328666057)
"24201","5538022589",#0d0887,"3972127.148192661","463623.884967264","4","128.5969394","35.8927425",,,POINT (463623.884967264 3972127.1481926604)
"24202","5538022601",#0d0887,"3972228.903988546","463714.9434212187","3","128.5979437","35.8936633",,,POINT (463714.9434212187 3972228.903988546)
"24203","5538022593",#0d0887,"3971988.862826483","463652.5295902351","3","128.5972631","35.8914968",,,POINT (463652.5295902351 3971988.862826483)
"24204","5538022616",#0d0887,"3972415.358183357","463528.1013336256","3","128.5958649","35.8953374",,,POINT (463528.10133362556 3972415.3581833574)
"24205","5538022600",#0d0887,"3972026.86621645","463718.9588018334","1","128.5979974","35.8918419",,,POINT (463718.9588018334 3972026.86621645)
"24218","5540029762",#0d0887,"3971821.317361079","464090.432537484","1","128.6021226","35.8900024",,,POINT (464090.432537484 3971821.317361079)
"24219","5552097585",#0d0887,"3971607.373258573","464090.3558500669","4","128.6021314","35.8880735",crossing,,POINT (464090.3558500669 3971607.373258573)
"24221","5540029794",#0d0887,"3971928.303180809","464058.50310388254","3","128.601764","35.8909658",,,POINT (464058.50310388254 3971928.303180809)
"24242","7966916994",#0d0887,"3971675.338678044","464331.779230885","4","128.6048032","35.8886951",,,POINT (464331.77923088503 3971675.3386780443)
"24243","5550663716",#0d0887,"3971653.0222188174","464263.3467834412","3","128.604046","35.8884914",,,POINT (464263.3467834412 3971653.0222188174)
"24244","5550560492",#0d0887,"3971662.740044348","464336.9360821464","1","128.6048609","35.8885817",,,POINT (464336.93608214636 3971662.740044348)
"24249","5552080950",#0d0887,"3971596.611894482","464104.617793311","3","128.6022899","35.887977",,,POINT (464104.617793311 3971596.6118944823)
"24253","9221188579",#0d0887,"3971616.0154594","464098.0628665933","3","128.6022164","35.8881517",,,POINT (464098.06286659325 3971616.0154594)
"24254","5551863541",#0d0887,"3971912.580634733","463834.7086732896","1","128.5992851","35.8908158",,,POINT (463834.7086732896 3971912.580634733)
"24255","5551863543",#0d0887,"3971894.020680303","463832.935798247","3","128.5992663","35.8906484",,,POINT (463832.935798247 3971894.020680303)
"24256","5551863545",#0d0887,"3971855.233075276","463830.3579375459","3","128.5992395","35.8902986",,,POINT (463830.3579375459 3971855.2330752756)
"24257","5551863546",#0d0887,"3971901.837540833","463809.2490935077","3","128.5990035","35.890718",,,POINT (463809.2490935077 3971901.837540833)
"24258","5551863547",#0d0887,"3971914.094588629","463803.6224141492","3","128.5989406","35.8908283",,,POINT (463803.62241414917 3971914.0945886285)
"24259","5624709479",#0d0887,"3971920.160186906","463814.7936537472","1","128.5990641","35.8908834",,,POINT (463814.7936537472 3971920.160186906)
"24260","5624709481",#0d0887,"3971911.673448654","463771.9784782342","1","128.5985901","35.8908053",,,POINT (463771.9784782342 3971911.673448654)
"24261","5551863549",#0d0887,"3971871.5211052806","463796.5342262456","1","128.598864","35.8904442",,,POINT (463796.5342262456 3971871.5211052806)
"24342","5552080949",#0d0887,"3971596.569931324","464074.0565690024","3","128.6019513","35.8879755",,,POINT (464074.0565690024 3971596.5699313236)
"24343","9221188587",#0d0887,"3971583.742507573","464086.3334663268","3","128.6020879","35.8878603",,,POINT (464086.3334663268 3971583.742507573)
"24344","9221188578",#0d0887,"3971601.865231157","464091.9851322791","4","128.6021497","35.8880239",,,POINT (464091.9851322791 3971601.8652311573)
"24459","5586151420",#0d0887,"3971845.447051772","463885.30090591736","3","128.5998487","35.8902124",,,POINT (463885.30090591736 3971845.4470517715)
"24632","5624690059",#0d0887,"3971486.0982532273","463735.2374840897","3","128.5982024","35.886967",,,POINT (463735.2374840897 3971486.0982532273)
"24867","5971220839",#0d0887,"3967653.209631331","464885.69657371903","3","128.6111176","35.8524519",,,POINT (464885.69657371903 3967653.209631331)
"24868","5971220863",#0d0887,"3967676.773841173","464886.9821715397","4","128.6111308","35.8526644",,,POINT (464886.9821715397 3967676.773841173)
"24870","5971220840",#0d0887,"3967772.061640122","464892.2640459751","4","128.6111851","35.8535237",,,POINT (464892.26404597505 3967772.061640122)
"24871","5971220855",#0d0887,"3967735.933780045","464890.2332503469","4","128.6111642","35.8531979",,,POINT (464890.23325034685 3967735.933780045)
"24872","5971220844",#0d0887,"3967779.085895871","464888.6259479415","3","128.6111445","35.8535869",,,POINT (464888.6259479415 3967779.085895871)
"24873","5971220841",#0d0887,"3967792.947688253","464889.25894502696","3","128.6111509","35.8537119",,,POINT (464889.25894502696 3967792.947688253)
"24874","5971220870",#0d0887,"3967771.930100324","464799.9086835463","4","128.6101623","35.8535192",,,POINT (464799.9086835463 3967771.930100324)
"24875","5971220852",#0d0887,"3967796.695784365","464889.4634655177","3","128.611153","35.8537457",,,POINT (464889.4634655177 3967796.6957843644)
"24876","5971220871",#0d0887,"3967782.610131556","464800.167956437","3","128.6101647","35.8536155",,,POINT (464800.16795643704 3967782.610131556)
"24877","5971220879",#0d0887,"3967784.458615873","464753.83543036913","3","128.6096515","35.8536305",,,POINT (464753.83543036913 3967784.458615873)
"24878","5971220847",#0d0887,"3967775.414658154","464732.7152085018","1","128.609418","35.8535482",,,POINT (464732.7152085018 3967775.414658154)
"24879","5971220878",#0d0887,"3967774.3570252056","464753.1540181444","3","128.6096444","35.8535394",,,POINT (464753.15401814436 3967774.3570252056)
"24880","5971220850",#0d0887,"3967819.450587972","464890.6826140469","4","128.6111655","35.8539509",,,POINT (464890.6826140469 3967819.450587972)
"24881","5971220849",#0d0887,"3967816.7284576","464956.1090282414","1","128.6118902","35.8539287",,,POINT (464956.1090282414 3967816.7284576)
"24882","5971220873",#0d0887,"3967825.054467124","464792.4813942064","3","128.6100777","35.8539979",,,POINT (464792.4813942064 3967825.0544671235)
"24883","5971220851",#0d0887,"3967829.2395992368","464719.2955008621","1","128.609267","35.854033",,,POINT (464719.2955008621 3967829.2395992368)
"24884","5971220872",#0d0887,"3967800.600550688","464791.79699476855","3","128.6100712","35.8537774",,,POINT (464791.79699476855 3967800.600550688)
"24885","5971220853",#0d0887,"3967803.164400807","464727.4263212871","1","128.6093582","35.8537982",,,POINT (464727.4263212871 3967803.164400807)
"24886","5971220875",#0d0887,"3967801.154918223","464777.9387993176","3","128.6099177","35.8537819",,,POINT (464777.93879931764 3967801.1549182227)
"24887","5971220854",#0d0887,"3967742.941366883","464712.657131418","1","128.6091973","35.8532547",,,POINT (464712.657131418 3967742.941366883)
"24888","5971220869",#0d0887,"3967739.560724145","464798.2627043354","3","128.6101455","35.8532273",,,POINT (464798.2627043354 3967739.5607241453)
"24889","5971220858",#0d0887,"3967714.287998624","464889.04558993806","4","128.611152","35.8530027",,,POINT (464889.04558993806 3967714.287998624)
"24890","5971220862",#0d0887,"3967680.7512510335","464785.007495949","1","128.6100013","35.8526966",,,POINT (464785.00749594904 3967680.7512510335)
"24891","5971220867",#0d0887,"3967679.9107813407","464806.64834503137","3","128.610241","35.8526898",,,POINT (464806.64834503137 3967679.9107813407)
"24892","5971220874",#0d0887,"3967783.115692881","464787.4201784447","3","128.6100235","35.8536196",,,POINT (464787.42017844465 3967783.1156928805)
"25236","6110837179",#0d0887,"3968038.5876092217","464382.9490668435","3","128.6055327","35.8559083",,,POINT (464382.9490668435 3968038.5876092217)
"25237","6110837180",#0d0887,"3968040.159791305","464433.1856351017","3","128.606089","35.8559243",,,POINT (464433.1856351017 3968040.159791305)
"25238","6110837182",#0d0887,"3968127.888201018","464395.89597954846","3","128.6056721","35.8567139",,,POINT (464395.89597954846 3968127.888201018)
"25240","6110838989",#0d0887,"3968188.7980734366","464446.5515017471","1","128.6062304","35.8572649",,,POINT (464446.55150174705 3968188.7980734366)
"25288","6172722778",#0d0887,"3971458.56327822","463698.8945024074","3","128.597801","35.8867174",,,POINT (463698.8945024074 3971458.5632782197)
"25289","6172722779",#0d0887,"3971451.579644614","463727.57703994407","3","128.5981191","35.8866555",,,POINT (463727.57703994407 3971451.579644614)
"25296","7709981824",#0d0887,"3970126.962809061","464348.61109475273","3","128.605059","35.8747357",,,POINT (464348.61109475273 3970126.962809061)
"25297","6763521049",#0d0887,"3970035.399993364","464354.7318628692","4","128.6051309","35.8739104",,,POINT (464354.73186286923 3970035.3999933642)
"25298","6196560317",#0d0887,"3970039.08934754","464328.2967771919","3","128.6048379","35.8739427",,,POINT (464328.2967771919 3970039.0893475395)
"25299","6196560314",#0d0887,"3970099.253961154","464357.4180761071","3","128.6051578","35.8744862",,,POINT (464357.4180761071 3970099.253961154)
"26310","6861948423",#0d0887,"3965653.559619914","464180.5046564759","3","128.6033977","35.8343976",,,POINT (464180.5046564759 3965653.559619914)
"26311","6861948424",#0d0887,"3965567.994676696","464214.7770701078","3","128.603781","35.8336274",,,POINT (464214.7770701078 3965567.9946766957)
"26312","6861948425",#0d0887,"3965645.523647438","464160.0421749874","3","128.6031715","35.8343244",,,POINT (464160.0421749874 3965645.523647438)
"26338","8247939641",#0d0887,"3962595.056600479","465842.4790069098","4","128.6219299","35.8068814",,,POINT (465842.4790069098 3962595.056600479)
"26339","8247939623",#0d0887,"3962826.81608997","465549.2236946549","3","128.6186741","35.8089607",,,POINT (465549.2236946549 3962826.81608997)
"27078","7580082334",#0d0887,"3972207.885471778","463039.1660502914","3","128.5904569","35.8934485",,,POINT (463039.1660502914 3972207.885471778)
"27079","7580082332",#0d0887,"3972133.332383791","463038.1406321544","4","128.590449","35.8927763",,,POINT (463038.14063215436 3972133.3323837905)
"28215","7966815225",#0d0887,"3970725.6741504697","464115.2098506296","1","128.6024465","35.8801251",,,POINT (464115.2098506296 3970725.6741504697)
"28260","7966967334",#0d0887,"3971523.236710101","463929.0384592324","1","128.6003479","35.887309",,,POINT (463929.0384592324 3971523.2367101004)
"28261","7966967338",#0d0887,"3971532.6225547823","463952.86878712615","3","128.6006115","35.8873945",,,POINT (463952.86878712615 3971532.6225547823)
"28262","7966967335",#0d0887,"3971536.113351097","463961.7553869895","1","128.6007098","35.8874263",,,POINT (463961.75538698945 3971536.1133510973)
"28263","7966967339",#0d0887,"3971467.208666649","463976.3484898355","3","128.6008746","35.8868056",,,POINT (463976.3484898355 3971467.208666649)
"28264","7966967337",#0d0887,"3971461.179487248","463953.4974942408","1","128.6006217","35.8867504",,,POINT (463953.49749424076 3971461.1794872475)
"29293","8247898075",#0d0887,"3964571.474334984","464842.7288252404","3","128.6107775","35.8246655",,,POINT (464842.7288252404 3964571.4743349836)
"29294","8247939745",#0d0887,"3964700.410876082","464907.1752909794","3","128.6114853","35.8258303",,,POINT (464907.17529097944 3964700.410876082)
"29295","8247898076",#0d0887,"3964571.811392031","464827.6994545642","1","128.6106111","35.824668",,,POINT (464827.6994545642 3964571.8113920307)
"29296","8247898079",#0d0887,"3964562.057064521","464842.8991369984","3","128.6107798","35.8245806",,,POINT (464842.89913699834 3964562.057064521)
"29297","8247898078",#0d0887,"3964562.4675708218","464879.149749833","1","128.6111811","35.8245856",,,POINT (464879.14974983304 3964562.4675708218)
"29298","8247898081",#0d0887,"3964539.661280624","464829.5226748585","1","128.6106327","35.8243782",,,POINT (464829.5226748585 3964539.661280624)
"29299","8247898082",#0d0887,"3964254.514520173","464915.6221404976","3","128.6115984","35.8218104",,,POINT (464915.62214049755 3964254.5145201725)
"29300","8247939559",#0d0887,"3964020.2121474543","465001.6032979031","3","128.6125605","35.819701",,,POINT (465001.6032979031 3964020.2121474543)
"29301","8247898084",#0d0887,"3964291.395466924","465108.5180936523","3","128.6137322","35.8221498",,,POINT (465108.5180936523 3964291.3954669237)
"29302","8247898111",#0d0887,"3964150.280716265","465113.905213488","3","128.613798","35.8208777",,,POINT (465113.905213488 3964150.280716265)
"29303","8247898086",#0d0887,"3964530.294727637","464934.2131019508","3","128.6117921","35.8242975",,,POINT (464934.2131019508 3964530.294727637)
"29304","8247939562",#0d0887,"3963924.021275288","465034.0685717004","3","128.6129241","35.8188349",,,POINT (465034.06857170037 3963924.0212752875)
"29305","8247898097",#0d0887,"3963727.142781115","465153.75508539216","3","128.6142576","35.8170641",,,POINT (465153.75508539216 3963727.142781115)
"29306","8247939569",#0d0887,"3963727.538279203","465157.5327454262","3","128.6142994","35.8170678",,,POINT (465157.5327454262 3963727.538279203)
"29307","8247939551",#0d0887,"3963870.164336727","465168.2754821953","3","128.6144121","35.8183541",,,POINT (465168.2754821953 3963870.1643367265)
"29310","8247898107",#0d0887,"3963941.1205448033","465274.26515982696","3","128.6155823","35.8189976",,,POINT (465274.26515982696 3963941.1205448033)
"29311","8247939547",#0d0887,"3963947.7450746326","465253.739936668","3","128.6153548","35.8190566",,,POINT (465253.73993666796 3963947.7450746326)
"29312","8247939568",#0d0887,"3963862.597789116","465242.1405107291","3","128.6152301","35.8182885",,,POINT (465242.1405107291 3963862.597789116)
"29313","8247898110",#0d0887,"3964156.285025207","465163.5668768909","3","128.6143475","35.8209336",,,POINT (465163.56687689084 3964156.285025207)
"29314","8247939518",#0d0887,"3964114.5215960215","465178.759036427","3","128.6145175","35.8205576",,,POINT (465178.759036427 3964114.5215960215)
"29315","8247939537",#0d0887,"3964164.02822","465202.64829334855","3","128.6147798","35.8210048",,,POINT (465202.64829334855 3964164.0282199997)
"29316","8247939538",#0d0887,"3964152.525817141","465132.4142745325","3","128.6140028","35.8208986",,,POINT (465132.4142745325 3964152.5258171414)
"29317","8247939558",#0d0887,"3964062.8535766057","465117.9505501976","4","128.6138466","35.8200896",,,POINT (465117.95055019757 3964062.8535766057)
"29319","8247939527",#0d0887,"3964087.020002087","465188.75005341286","4","128.6146293","35.82031",,,POINT (465188.75005341286 3964087.020002087)
"29320","8247939529",#0d0887,"3964113.785527823","465176.9675364758","3","128.6144977","35.8205509",,,POINT (465176.9675364758 3964113.785527823)
"29321","8247939520",#0d0887,"3963985.4576279903","465196.8507640642","3","128.6147234","35.8193946",,,POINT (465196.85076406423 3963985.4576279903)
"29322","8247939521",#0d0887,"3963993.8411584822","465222.6200939829","4","128.6150083","35.8194711",,,POINT (465222.6200939829 3963993.8411584827)
"29323","8247939555",#0d0887,"3964062.73278882","465168.2931798535","4","128.6144039","35.8200903",,,POINT (465168.29317985347 3964062.73278882)
"29324","8247939552",#0d0887,"3963977.0866599614","465167.91068179015","4","128.6144034","35.8193181",,,POINT (465167.91068179015 3963977.0866599623)
"29325","8247939556",#0d0887,"3964071.147696015","465194.5231402253","3","128.6146939","35.8201671",,,POINT (465194.5231402253 3964071.147696015)
"29326","8247939528",#0d0887,"3964005.156035367","465253.23378938006","3","128.6153467","35.8195742",,,POINT (465253.23378938006 3964005.156035367)
"29327","8247939526",#0d0887,"3964096.2088374086","465218.4427423776","3","128.6149576","35.8203939",,,POINT (465218.4427423776 3964096.2088374086)
"29328","8247939557",#0d0887,"3964078.505504759","465162.46554153366","4","128.6143387","35.8202323",,,POINT (465162.46554153366 3964078.505504759)
"29329","8247939530",#0d0887,"3964126.711570387","465212.43811582","3","128.6148898","35.8206687",,,POINT (465212.43811581994 3964126.711570387)
"29330","8247939539",#0d0887,"3964071.8587334407","465137.9046843154","4","128.6140671","35.8201715",,,POINT (465137.9046843154 3964071.8587334407)
"29331","8247939554",#0d0887,"3964053.912658373","465143.5882163851","3","128.6141308","35.8200099",,,POINT (465143.5882163851 3964053.9126583734)
"29332","8247939542",#0d0887,"3963877.139383453","465188.3575078402","4","128.6146341","35.8184177",,,POINT (465188.3575078402 3963877.1393834534)
"29333","8247939546",#0d0887,"3963752.936733339","465199.9918688092","3","128.6147683","35.8172983",,,POINT (465199.99186880916 3963752.936733339)
"29334","8247939553",#0d0887,"3963973.863056749","465152.8210992112","3","128.6142365","35.8192885",,,POINT (465152.8210992112 3963973.863056749)
"29335","8247939560",#0d0887,"3964152.047793068","464899.9854515055","1","128.6114298","35.820886",,,POINT (464899.9854515055 3964152.047793068)
"29336","8247939561",#0d0887,"3963908.96476114","464987.80241744814","3","128.6124126","35.8186975",,,POINT (464987.80241744814 3963908.96476114)
"29338","8247939579",#0d0887,"3963309.412135556","465344.7989839978","4","128.6163905","35.8133046",,,POINT (465344.79898399784 3963309.412135556)
"29339","8247939575",#0d0887,"3963389.7839057953","465428.8778321748","1","128.6173177","35.8140322",,,POINT (465428.8778321748 3963389.7839057953)
"29340","8247939588",#0d0887,"3963327.729336954","465400.0964521961","3","128.6170018","35.8134717",,,POINT (465400.0964521961 3963327.729336954)
"29341","8247939581",#0d0887,"3963210.945091243","465409.4418251365","3","128.6171103","35.8124191",,,POINT (465409.4418251365 3963210.945091243)
"29342","8247939620",#0d0887,"3963043.930984453","465514.6542054033","3","128.6182821","35.810917",,,POINT (465514.6542054033 3963043.9309844524)
"29347","8247939591",#0d0887,"3963097.0943989903","465656.5565625296","3","128.6198505","35.8114013",,,POINT (465656.5565625296 3963097.0943989903)
"29348","8247939613",#0d0887,"3963084.382175013","465634.1019345703","3","128.6196025","35.8112859",,,POINT (465634.1019345703 3963084.3821750125)
"29349","8247939612",#0d0887,"3963128.003091032","465734.5345017693","4","128.6207123","35.8116827",,,POINT (465734.5345017693 3963128.003091032)
"29354","8247939618",#0d0887,"3963089.222325328","465587.3407119472","3","128.6190847","35.8113279",,,POINT (465587.3407119472 3963089.2223253283)
"29355","8247939615",#0d0887,"3963093.071744723","465564.3541606797","3","128.6188301","35.8113618",,,POINT (465564.3541606797 3963093.071744723)
"29356","8247939616",#0d0887,"3963086.976917281","465531.63499848","1","128.6184682","35.8113057",,,POINT (465531.63499848 3963086.976917281)
"29357","8247939617",#0d0887,"3963039.548742724","465560.5049388096","3","128.6187898","35.8108791",,,POINT (465560.50493880955 3963039.5487427237)
"29358","8247939622",#0d0887,"3963018.449650258","465632.6622908534","1","128.6195894","35.8106914",,,POINT (465632.6622908534 3963018.449650258)
"29359","8247939680",#0d0887,"3962929.034867405","465588.9039447555","3","128.6191089","35.8098837",,,POINT (465588.9039447555 3962929.0348674054)
"29360","8247939624",#0d0887,"3962872.0080999634","465624.7121274903","4","128.6195077","35.8093708",,,POINT (465624.7121274903 3962872.0080999634)
"29361","8247939685",#0d0887,"3962907.457956861","465730.0031803871","3","128.6206716","35.8096941",,,POINT (465730.0031803871 3962907.4579568612)
"29362","8247939654",#0d0887,"3962792.814871996","465682.0999073563","3","128.6201463","35.8086588",,,POINT (465682.0999073563 3962792.8148719957)
"29363","8247939627",#0d0887,"3962919.646022596","465776.18985074025","4","128.6211823","35.8098056",,,POINT (465776.18985074025 3962919.6460225955)
"29364","8247939662",#0d0887,"3962843.385919252","465803.82991576334","4","128.6214915","35.809119",,,POINT (465803.82991576334 3962843.385919252)
"29365","8247939677",#0d0887,"3963005.871118023","465727.2494479107","4","128.6206369","35.8105813",,,POINT (465727.2494479107 3963005.871118023)
"29366","8247939683",#0d0887,"3962933.6776919984","465824.6782851117","3","128.6217184","35.8099338",,,POINT (465824.6782851117 3962933.6776919984)
"29368","8247939639",#0d0887,"3962552.729350865","465915.0738491321","3","128.6227352","35.8065023",,,POINT (465915.0738491321 3962552.729350865)
"29369","8247939640",#0d0887,"3962531.508876927","465892.7570989295","3","128.6224891","35.8063102",,,POINT (465892.7570989295 3962531.508876927)
"29370","8247939647",#0d0887,"3962560.004028465","465912.5178873578","3","128.6227066","35.8065678",,,POINT (465912.5178873578 3962560.004028465)
"29371","8247939643",#0d0887,"3962628.402094912","465878.575469492","4","128.622328","35.8071833",,,POINT (465878.57546949195 3962628.4020949122)
"29372","8247939649",#0d0887,"3962668.363798702","465783.9092801116","3","128.6212785","35.8075403",,,POINT (465783.90928011155 3962668.363798702)
"29373","8247939650",#0d0887,"3962714.584950372","465834.6646216729","4","128.6218383","35.8079588",,,POINT (465834.6646216729 3962714.584950372)
"29374","9143510607",#0d0887,"3962591.408007941","465928.6577258989","3","128.6228839","35.8068515",,,POINT (465928.65772589884 3962591.408007941)
"29375","8247939656",#0d0887,"3962799.489939852","465811.511378479","3","128.6215784","35.8087235",,,POINT (465811.511378479 3962799.489939852)
"29376","8247939655",#0d0887,"3962777.566138198","465738.8509380707","3","128.6207751","35.8085233",,,POINT (465738.8509380707 3962777.566138198)
"29377","8247939657",#0d0887,"3962798.835020101","465708.4774101741","3","128.620438","35.808714",,,POINT (465708.4774101741 3962798.835020101)
"29378","8247939689",#0d0887,"3962840.690886511","465777.971416274","3","128.6212054","35.8090938",,,POINT (465777.971416274 3962840.690886511)
"29379","8247939665",#0d0887,"3962858.2987300544","465946.03815611673","1","128.6230649","35.8092584",,,POINT (465946.03815611673 3962858.2987300544)
"29387","8247939719",#0d0887,"3962123.72537739","466028.0800002775","3","128.6240042","35.8026383",,,POINT (466028.0800002775 3962123.72537739)
"29388","8247939731",#0d0887,"3962350.9906534273","465859.95942783874","3","128.6221338","35.8046815",,,POINT (465859.95942783874 3962350.9906534273)
"29389","8247939744",#0d0887,"3962388.733238879","465863.15891172376","3","128.6221676","35.8050219",,,POINT (465863.15891172376 3962388.733238879)
"29390","8247939741",#0d0887,"3962377.1378892423","465804.1059078823","1","128.6215145","35.8049153",,,POINT (465804.1059078823 3962377.1378892427)
"29440","8251034215",#0d0887,"3972599.656463479","462918.7759061176","3","128.5891047","35.8969761",,,POINT (462918.77590611763 3972599.6564634787)
"29735","8257688101",#0d0887,"3970272.1961229616","464474.8183286834","1","128.6064506","35.8760497",,,POINT (464474.8183286834 3970272.1961229616)
"29736","8257688116",#0d0887,"3970515.8345430223","464087.7996188983","3","128.6021523","35.8782322",,,POINT (464087.79961889825 3970515.8345430223)
"29737","8257688111",#0d0887,"3970346.727202399","464127.5252657808","3","128.6026","35.876709",,,POINT (464127.5252657808 3970346.7272023987)
"29738","8257688112",#0d0887,"3970366.487311112","464161.5018493056","4","128.6029755","35.8768884",,,POINT (464161.50184930564 3970366.4873111118)
"31170","9143510593",#0d0887,"3962590.737334494","466033.8573371095","3","128.6240483","35.8068491",,,POINT (466033.85733710945 3962590.737334494)
"31635","9221188585",#0d0887,"3971606.493401904","464093.9715739664","3","128.6021715","35.8880657",,,POINT (464093.97157396644 3971606.493401904)
